,colour,data
223,Yellow,"[[1.6768801, -1.788196, -0.38827038, 3.0, 3.0], [1.6749803, -1.7980831, -0.389209, 11.0, 3.0], [1.6649835, -1.7992779, -0.38827038, 21.0, 3.0], [1.664039, -1.810897, -0.38952184, 24.0, 3.0], [1.648387, -1.8064802, -0.38733178, 30.0, 3.0], [1.6407452, -1.8107595, -0.38701892, 27.0, 3.0], [1.6396993, -1.8223494, -0.38827038, 14.0, 3.0], [1.6382725, -1.8342402, -0.38952184, 9.0, 3.0], [1.6397243, -1.8488148, -0.39139909, 3.0, 3.0], [1.6755192, -1.6984855, -0.63928306, 5.0, 0.0], [1.6641725, -1.6988039, -0.63721251, 7.0, 0.0], [1.6582326, -1.7046025, -0.63721251, 7.0, 0.0], [1.6525706, -1.7100919, -0.63721251, 8.0, 0.0], [1.650304, -1.7203199, -0.63876545, 9.0, 0.0], [1.6873578, -1.7595605, -0.56282759, 3.0, 1.0], [1.633629, -1.7148799, -0.6346243, 10.0, 0.0], [1.675523, -1.7600875, -0.561028, 8.0, 1.0], [1.6170121, -1.7093446, -0.63048321, 12.0, 0.0], [1.6680301, -1.7645092, -0.56057805, 11.0, 1.0], [1.7034554, -1.8038745, -0.39296341, 1.0, 3.0], [1.6123585, -1.7163867, -0.63100088, 13.0, 0.0], [1.6498569, -1.7575338, -0.55652899, 13.0, 1.0], [1.6132479, -1.7287861, -0.63358909, 15.0, 0.0], [1.6387035, -1.7572943, -0.55472934, 18.0, 1.0], [1.6061927, -1.7327095, -0.63307142, 18.0, 0.0], [1.6288941, -1.7584299, -0.5533796, 26.0, 1.0], [1.6740648, -1.8078256, -0.47893062, 1.0, 2.0], [1.5831258, -1.7198281, -0.62634212, 21.0, 0.0], [1.6227461, -1.7641051, -0.5533796, 40.0, 1.0], [1.6677442, -1.813658, -0.47893062, 1.0, 2.0], [1.5758094, -1.723918, -0.62582451, 22.0, 0.0], [1.6205212, -1.7740753, -0.55472934, 45.0, 1.0], [1.6402218, -1.796272, -0.47282472, 1.0, 2.0], [1.5710806, -1.7308385, -0.62634212, 24.0, 0.0], [1.605154, -1.7696172, -0.55158001, 86.0, 1.0], [1.6365793, -1.8048954, -0.47358796, 2.0, 2.0], [1.5740832, -1.7463566, -0.62996554, 24.0, 0.0], [1.5963587, -1.7723136, -0.55068022, 67.0, 1.0], [1.6486603, -1.831023, -0.47893062, 1.0, 2.0], [1.56896, -1.7535541, -0.63048321, 20.0, 0.0], [1.5979571, -1.7865902, -0.5533796, 25.0, 1.0], [1.5538477, -1.7489108, -0.62685978, 19.0, 0.0], [1.6056304, -1.8084649, -0.55832857, 17.0, 1.0], [1.5515677, -1.7586699, -0.62841266, 16.0, 0.0], [1.6022023, -1.8167026, -0.55922836, 12.0, 1.0], [1.5520934, -1.7710699, -0.63100088, 13.0, 0.0], [1.5945674, -1.8208182, -0.55877846, 10.0, 1.0], [1.5497062, -1.7808489, -0.63255376, 10.0, 0.0], [1.5907594, -1.8293141, -0.55967826, 8.0, 1.0], [1.5485327, -1.7920945, -0.6346243, 9.0, 0.0], [1.5996474, -1.8525554, -0.56507707, 6.0, 1.0], [1.6502512, -1.9247011, -0.58532268, 2.0, 1.0]]"
224,Yellow,"[[3.2225096, -3.2999234, -0.40353107, 1.0, 5.0], [3.1846182, -3.2839761, -0.40021914, 7.0, 5.0], [3.1620791, -3.2835913, -0.39882466, 4.0, 5.0], [3.1490867, -3.1755791, -0.70833534, 12.0, 3.0], [3.1296663, -3.1781075, -0.70645815, 13.0, 3.0], [3.1235204, -3.1952066, -0.70770961, 13.0, 3.0], [3.1082201, -3.2018383, -0.70677096, 16.0, 3.0], [3.0907295, -3.2050183, -0.70520669, 18.0, 3.0], [3.1599047, -3.2790418, -0.55913663, 1.0, 4.0], [3.0841324, -3.3119597, -0.71678281, 1.0, 3.0]]"
225,Yellow,"[[2.0541813, -2.4742732, -0.39485672, 7.0, 4.0], [2.0505826, -2.4875555, -0.39583167, 16.0, 4.0], [2.0012333, -2.4415498, -0.61364174, 20.0, 2.0], [2.0039709, -2.446631, -0.50090319, 7.0, 3.0], [2.0473526, -2.5004854, -0.3968066, 22.0, 4.0], [1.9943656, -2.4496951, -0.61402339, 23.0, 2.0], [2.0008328, -2.4593921, -0.50215465, 10.0, 3.0], [2.0340395, -2.5011008, -0.39583167, 27.0, 4.0], [1.9887, -2.4593484, -0.61478662, 27.0, 2.0], [1.9963909, -2.470623, -0.5030933, 8.0, 3.0], [2.0215557, -2.5035522, -0.39510044, 21.0, 4.0], [1.9739574, -2.4586208, -0.6128785, 19.0, 2.0], [1.9926995, -2.4837399, -0.50434476, 5.0, 3.0], [2.0065956, -2.5028498, -0.39388174, 11.0, 4.0], [1.9690347, -2.4701018, -0.61402339, 15.0, 2.0], [1.9901713, -2.4984057, -0.50590914, 3.0, 3.0], [2.011446, -2.5269232, -0.39656287, 5.0, 4.0], [1.9640557, -2.4815786, -0.61516827, 12.0, 2.0], [1.9765364, -2.49914, -0.50465763, 2.0, 3.0], [1.9602333, -2.4945936, -0.61669469, 12.0, 2.0], [2.0056198, -2.5541873, -0.51435655, 1.0, 3.0], [1.951077, -2.5017614, -0.61669469, 12.0, 2.0], [1.9423321, -2.5085568, -0.61669469, 11.0, 2.0], [1.9401158, -2.5597169, -0.62432706, 5.0, 2.0], [2.1630437, -2.4769242, -0.63921016, 1.0, 2.0], [2.1080813, -2.431062, -0.62547189, 2.0, 2.0], [2.0803671, -2.4160898, -0.61974764, 6.0, 2.0], [2.0672395, -2.4170074, -0.61822122, 8.0, 2.0], [2.057519, -2.4227123, -0.61783957, 9.0, 2.0], [2.0528464, -2.4343822, -0.6189844, 11.0, 2.0], [2.041816, -2.4385226, -0.61822122, 12.0, 2.0], [2.0763838, -2.4815664, -0.51247936, 1.0, 3.0], [2.02074, -2.4305384, -0.61440504, 12.0, 2.0], [2.0475116, -2.4644887, -0.50747347, 1.0, 3.0], [2.0134933, -2.4390914, -0.61478662, 16.0, 2.0], [2.0300972, -2.4609542, -0.50528342, 3.0, 3.0]]"
226,Yellow,"[[6.3350148, -4.1930552, -0.66464967, 2.0, 5.0], [6.3127861, -4.2085137, -0.66377813, 3.0, 5.0], [6.2253671, -4.1785431, -0.92060113, 9.0, 4.0], [6.2173204, -4.2046967, -0.92157602, 6.0, 4.0], [6.2262015, -4.2727528, -0.92718202, 1.0, 4.0], [6.349329, -4.2649632, -0.66918176, 0.0, 5.0], [6.3235469, -4.0908856, -0.92474467, 1.0, 4.0], [6.3049569, -4.1085815, -0.92401344, 4.0, 4.0], [6.2623682, -4.1120429, -0.9198699, 6.0, 4.0], [6.2520094, -4.1349769, -0.92035741, 7.0, 4.0], [6.2226696, -4.1468678, -0.91816372, 13.0, 4.0]]"
227,Yellow,"[[1.6802127, -2.5823641, -0.37828246, 6.0, 4.0], [1.6781025, -2.5979266, -0.37974492, 6.0, 4.0], [1.6840215, -2.6271656, -0.38315722, 1.0, 4.0], [1.7060407, -2.5600355, -0.5979954, 8.0, 2.0], [1.686709, -2.5493057, -0.59417921, 12.0, 2.0], [1.664869, -2.535485, -0.58959985, 16.0, 2.0], [1.6796767, -2.5599835, -0.48494691, 1.0, 3.0], [1.6218574, -2.4879241, -0.68565083, 16.0, 1.0], [1.6570802, -2.5429261, -0.58998144, 23.0, 2.0], [1.6664189, -2.5592093, -0.48369545, 1.0, 3.0], [1.6157159, -2.4965608, -0.68655062, 19.0, 1.0], [1.6471275, -2.5470462, -0.58959985, 28.0, 2.0], [1.6557783, -2.5614035, -0.48306966, 3.0, 3.0], [1.5996199, -2.4907076, -0.68340135, 18.0, 1.0], [1.6365508, -2.54919, -0.58883661, 31.0, 2.0], [1.6404276, -2.5571916, -0.48119247, 2.0, 3.0], [1.590916, -2.4962759, -0.68340135, 16.0, 1.0], [1.6329167, -2.5631661, -0.59074467, 26.0, 2.0], [1.6633149, -2.6128938, -0.49057853, 1.0, 3.0], [1.5884422, -2.5116963, -0.68610078, 13.0, 1.0], [1.6218619, -2.5655315, -0.58998144, 15.0, 2.0], [1.5848442, -2.5254788, -0.68835026, 11.0, 1.0], [1.6201993, -2.582819, -0.5926528, 11.0, 2.0], [1.574989, -2.5293415, -0.68790036, 10.0, 1.0], [1.6132486, -2.5917923, -0.59341598, 8.0, 2.0], [1.6114131, -2.6091003, -0.59608734, 2.0, 2.0], [1.7874652, -2.4902713, -0.70769608, 1.0, 1.0], [1.7632848, -2.4931433, -0.70499665, 1.0, 1.0], [1.7178035, -2.5592544, -0.59914029, 1.0, 2.0]]"
228,Yellow,"[[1.8560609, -2.5092378, -0.49433297, 1.0, 3.0], [1.8227378, -2.4822648, -0.48776269, 3.0, 3.0], [1.8152256, -2.4902086, -0.48807558, 13.0, 3.0], [1.803048, -2.4917288, -0.48713696, 21.0, 3.0], [1.7897298, -2.49159, -0.4858855, 21.0, 3.0], [1.7764342, -2.4913883, -0.48463401, 11.0, 3.0], [1.7768564, -2.5104733, -0.48713696, 7.0, 3.0], [1.8327992, -2.457098, -0.70769608, 1.0, 1.0], [1.8068156, -2.4399893, -0.70094752, 6.0, 1.0], [1.7855908, -2.4290097, -0.69599861, 10.0, 1.0], [1.7748036, -2.4320796, -0.69509882, 13.0, 1.0], [1.7628738, -2.4335253, -0.69374907, 20.0, 1.0], [1.7566438, -2.4428284, -0.69464886, 32.0, 1.0], [1.7819028, -2.4788668, -0.59341598, 1.0, 2.0], [1.7379162, -2.4346704, -0.6905998, 42.0, 1.0], [1.7914846, -2.5106418, -0.59952188, 1.0, 2.0], [1.7249004, -2.4343619, -0.68880016, 52.0, 1.0], [1.7645537, -2.4912465, -0.59341598, 1.0, 2.0], [1.7264824, -2.4547138, -0.69284928, 25.0, 1.0], [1.7257118, -2.4719105, -0.69599861, 14.0, 1.0], [1.7197255, -2.4808226, -0.6968984, 10.0, 1.0], [1.7088462, -2.4835997, -0.69599861, 7.0, 1.0], [1.7023644, -2.492768, -0.6968984, 5.0, 1.0], [1.7461352, -2.5761242, -0.71849376, 1.0, 1.0]]"
229,Yellow,"[[2.934078, -3.248348, -0.38296232, 8.0, 5.0], [2.9253819, -3.2615366, -0.38331094, 17.0, 5.0], [2.9198515, -3.2771697, -0.3840082, 16.0, 5.0], [2.9110351, -3.2903266, -0.38435683, 9.0, 5.0], [3.0017061, -3.2999885, -0.39028341, 1.0, 5.0], [2.944241, -3.3513594, -0.39028341, 1.0, 5.0], [2.9440739, -3.209517, -0.53476268, 1.0, 4.0], [2.9223747, -3.2105222, -0.53305656, 5.0, 4.0], [2.9178061, -3.2280669, -0.53427523, 9.0, 4.0], [2.8998902, -3.2308457, -0.53305656, 11.0, 4.0], [2.8904817, -3.2419262, -0.53330034, 12.0, 4.0], [2.8673043, -3.2386196, -0.53110665, 11.0, 4.0], [2.8677783, -3.2620265, -0.53330034, 9.0, 4.0], [2.8584135, -3.2755063, -0.53378779, 8.0, 4.0], [2.8833621, -3.3274705, -0.54061246, 9.0, 4.0]]"
230,Yellow,"[[2.707103, -1.6459442, -0.38900697, 1.0, 4.0], [2.6607192, -1.6304908, -0.38315722, 8.0, 4.0], [2.6665466, -1.6475359, -0.38486344, 18.0, 4.0], [2.6658347, -1.6599813, -0.38559461, 23.0, 4.0], [2.657243, -1.6662391, -0.38510716, 15.0, 4.0], [2.6379857, -1.6670208, -0.38315722, 10.0, 4.0], [2.6522434, -1.6890144, -0.38608211, 2.0, 4.0], [2.6824429, -1.6041375, -0.6075359, 4.0, 2.0], [2.6720638, -1.6099843, -0.60639101, 9.0, 2.0], [2.6616757, -1.61578, -0.60524619, 12.0, 2.0], [2.637316, -1.6142505, -0.60104835, 16.0, 2.0], [2.6249819, -1.6193237, -0.59952188, 23.0, 2.0], [2.6106935, -1.6237495, -0.59761381, 30.0, 2.0], [2.6480448, -1.6482626, -0.4940201, 1.0, 3.0], [2.6108563, -1.634614, -0.5987587, 39.0, 2.0], [2.6180336, -1.6403798, -0.48932707, 1.0, 3.0], [2.6117761, -1.6479079, -0.60028511, 33.0, 2.0], [2.6093214, -1.6591214, -0.60104835, 16.0, 2.0], [2.6081812, -1.6718525, -0.60219324, 12.0, 2.0], [2.62047, -1.692664, -0.60639101, 11.0, 2.0], [2.6178362, -1.7039429, -0.60715425, 6.0, 2.0], [2.6154552, -1.7147675, -0.60791749, 1.0, 2.0], [2.760344, -1.6383208, -0.62394547, 1.0, 2.0]]"
231,Yellow,"[[4.1394644, -2.3343728, -0.58351046, 1.0, 4.0], [4.1673398, -2.2354445, -0.7490083, 1.0, 3.0], [4.1039124, -2.2199028, -0.73899657, 1.0, 3.0], [4.0909357, -2.2313769, -0.73805791, 6.0, 3.0], [4.077929, -2.2427876, -0.73711932, 10.0, 3.0], [4.0635586, -2.2524672, -0.7358678, 10.0, 3.0], [4.0711908, -2.2753112, -0.73868364, 13.0, 3.0], [4.0511761, -2.2827203, -0.73649353, 15.0, 3.0], [4.0380311, -2.2939205, -0.73555493, 12.0, 3.0], [4.0287609, -2.3260062, -0.73680639, 10.0, 3.0], [4.0257387, -2.3430359, -0.73774499, 9.0, 3.0], [4.0345731, -2.3670702, -0.74087369, 7.0, 3.0], [4.0858212, -2.4356382, -0.75338852, 1.0, 3.0], [4.2340202, -2.2531645, -0.75964588, 1.0, 3.0]]"
232,Yellow,"[[1.0834696, -2.0437298, -0.36636955, 30.0, 3.0], [1.0785255, -2.050808, -0.3669953, 15.0, 3.0], [1.0768404, -2.0650697, -0.36887249, 8.0, 3.0], [1.0705327, -2.0705707, -0.36918539, 2.0, 3.0], [1.130233, -2.0272961, -0.36762103, 1.0, 3.0], [1.1212378, -2.0277715, -0.3669953, 7.0, 3.0], [1.1103534, -2.0247447, -0.36574382, 20.0, 3.0], [1.106699, -2.0357428, -0.3669953, 30.0, 3.0], [1.0977112, -2.0361159, -0.36636955, 36.0, 3.0], [1.0924598, -2.0434194, -0.3669953, 59.0, 3.0], [1.0531832, -1.9824189, -0.6014955, 19.0, 0.0], [1.0489582, -1.9912106, -0.60304838, 19.0, 0.0], [1.0441388, -1.9981025, -0.60408366, 17.0, 0.0], [1.0362691, -2.0000196, -0.60356599, 16.0, 0.0], [1.0283986, -2.0019064, -0.60304838, 17.0, 0.0], [1.0187742, -2.0003197, -0.6014955, 15.0, 0.0], [1.0126563, -2.0055883, -0.60201317, 15.0, 0.0], [1.0117022, -2.0212035, -0.6056366, 15.0, 0.0], [1.0708293, -2.0173328, -0.52728528, 32.0, 1.0], [1.0821306, -2.0394831, -0.44878277, 1.0, 2.0], [1.0595938, -2.0122514, -0.5250358, 24.0, 1.0], [1.0570729, -2.024575, -0.52728528, 20.0, 1.0], [1.0535829, -2.0351748, -0.52908486, 16.0, 1.0], [1.0509219, -2.0475087, -0.53133446, 13.0, 1.0], [1.0455359, -2.0546381, -0.53223425, 9.0, 1.0], [1.040113, -2.0617552, -0.53313404, 7.0, 1.0], [1.0402458, -2.0791352, -0.53673327, 3.0, 1.0], [1.009289, -2.0331991, -0.60822481, 14.0, 0.0], [1.0001249, -2.0334179, -0.60718954, 12.0, 0.0], [0.9938674, -2.0386329, -0.60770714, 11.0, 0.0], [0.98842597, -2.0455685, -0.60874242, 9.0, 0.0], [0.99081916, -2.0679994, -0.61443645, 8.0, 0.0], [0.98939508, -2.0836611, -0.61805987, 7.0, 0.0], [0.99116391, -2.1063299, -0.62375391, 5.0, 0.0], [1.1252478, -1.9513454, -0.60356599, 11.0, 0.0], [1.1213073, -1.9602921, -0.60511893, 12.0, 0.0], [1.1135044, -1.9625143, -0.60460132, 12.0, 0.0], [1.0976375, -1.9647964, -0.60304838, 13.0, 0.0], [1.0889001, -1.9652362, -0.60201317, 14.0, 0.0], [1.0829637, -1.9707181, -0.60253078, 16.0, 0.0], [1.0803543, -1.9831566, -0.60511893, 18.0, 0.0], [1.0715886, -1.9835165, -0.60408366, 18.0, 0.0], [1.0610092, -1.9804335, -0.60201317, 18.0, 0.0], [1.204511, -2.0078166, -0.62737739, 3.0, 0.0], [1.1859863, -1.991881, -0.62116575, 3.0, 0.0], [1.1692008, -1.9793754, -0.61598933, 7.0, 0.0], [1.1661913, -1.9901115, -0.61805987, 9.0, 0.0], [1.1417614, -1.9641073, -0.60874242, 11.0, 0.0], [1.1613636, -2.0319648, -0.5403325, 1.0, 1.0], [1.1331198, -1.9987104, -0.53043461, 6.0, 1.0], [1.1136248, -1.9779795, -0.60822481, 13.0, 0.0], [1.1245747, -1.9990602, -0.52953482, 9.0, 1.0], [1.1179392, -2.0027785, -0.52953482, 12.0, 1.0], [1.1099975, -2.0049636, -0.52908486, 16.0, 1.0], [1.0954888, -1.9951608, -0.52548569, 21.0, 1.0], [1.0903817, -2.0023954, -0.52638549, 23.0, 1.0], [1.118441, -2.0556319, -0.45488867, 1.0, 2.0], [1.0830352, -2.0063784, -0.52638549, 26.0, 1.0], [1.1075296, -2.0526123, -0.4533622, 1.0, 2.0], [1.0778644, -2.0135827, -0.52728528, 35.0, 1.0], [1.0836859, -2.0253074, -0.44649309, 1.0, 2.0]]"
233,Yellow,"[[2.3349056, -2.4639194, -0.41679317, 3.0, 4.0], [2.3330927, -2.4792831, -0.41801187, 13.0, 4.0], [2.3230689, -2.4859619, -0.41776815, 26.0, 4.0], [2.2995241, -2.4780495, -0.41508701, 28.0, 4.0], [2.2895148, -2.4846013, -0.41484326, 20.0, 4.0], [2.2821681, -2.4940426, -0.41508701, 10.0, 4.0], [2.2934728, -2.5240312, -0.4187431, 1.0, 4.0], [2.4221735, -2.4476721, -0.66935802, 1.0, 2.0], [2.350316, -2.3916988, -0.65180355, 3.0, 2.0], [2.3337259, -2.391458, -0.64951384, 6.0, 2.0], [2.3321955, -2.4066391, -0.65142196, 7.0, 2.0], [2.3183351, -2.4091067, -0.64989549, 9.0, 2.0], [2.307199, -2.4143457, -0.64913225, 12.0, 2.0], [2.2906487, -2.4138398, -0.64684254, 13.0, 2.0], [2.2889409, -2.4289653, -0.6487506, 16.0, 2.0], [2.3414946, -2.4864717, -0.54095048, 1.0, 3.0], [2.2791071, -2.4355068, -0.64836901, 21.0, 2.0], [2.2950227, -2.4542313, -0.53219014, 1.0, 3.0], [2.2665825, -2.4391329, -0.64722413, 25.0, 2.0], [2.2770326, -2.4520948, -0.53000003, 2.0, 3.0], [2.2474031, -2.4354875, -0.64417118, 31.0, 2.0], [2.2617636, -2.4527671, -0.52843571, 2.0, 3.0], [2.2455199, -2.4505548, -0.6460793, 22.0, 2.0], [2.2718647, -2.4810433, -0.53281587, 1.0, 3.0], [2.2435584, -2.4656386, -0.64798737, 16.0, 2.0], [2.2977431, -2.5269578, -0.54095048, 1.0, 3.0], [2.2336221, -2.4719982, -0.64760572, 13.0, 2.0], [2.2332807, -2.488158, -0.64989549, 13.0, 2.0], [2.2219694, -2.4930072, -0.64913225, 12.0, 2.0], [2.2145545, -2.5022182, -0.64951384, 10.0, 2.0], [2.2096949, -2.5143573, -0.65065867, 10.0, 2.0], [2.2189765, -2.5427642, -0.65600139, 9.0, 2.0], [2.2036586, -2.543076, -0.65409327, 3.0, 2.0]]"
234,Yellow,"[[6.1949739, -4.5873871, -0.67441112, 0.0, 5.0], [6.2004914, -4.6233878, -0.67667717, 2.0, 5.0], [6.195467, -4.653379, -0.67789733, 0.0, 5.0], [6.1330085, -4.5067902, -0.9344942, 5.0, 4.0], [6.1244125, -4.531827, -0.93546921, 7.0, 4.0], [6.1021895, -4.5484319, -0.9344942, 10.0, 4.0]]"
235,Yellow,"[[1.7479846, -1.8876519, -0.31588537, 1.0, 4.0], [1.7410544, -1.8940458, -0.31588537, 1.0, 4.0], [1.7344323, -1.9001117, -0.31588537, 1.0, 4.0], [1.8146989, -1.8641419, -0.60061932, 1.0, 1.0], [1.7380637, -1.7973047, -0.57722449, 2.0, 1.0], [1.723573, -1.8092973, -0.39577925, 1.0, 3.0], [1.6982416, -1.7952124, -0.39139909, 1.0, 3.0], [1.6773988, -1.7849993, -0.38795751, 8.0, 3.0], [1.6750113, -1.8069488, -0.47893062, 1.0, 2.0], [1.6592133, -1.7911602, -0.38670605, 24.0, 3.0], [1.6500785, -1.7925622, -0.47358796, 1.0, 2.0], [1.6476016, -1.7911258, -0.3854546, 28.0, 3.0], [1.6279162, -1.7809223, -0.46900854, 1.0, 2.0], [1.6480006, -1.8041584, -0.38701892, 36.0, 3.0], [1.6390384, -1.8069735, -0.38639316, 21.0, 3.0], [1.6499383, -1.8298715, -0.47893062, 1.0, 2.0], [1.647897, -1.8547666, -0.39296341, 1.0, 3.0], [1.6954457, -1.9732262, -0.60061932, 1.0, 1.0]]"
236,Yellow,"[[1.9043622, -2.3710902, -0.37340769, 1.0, 4.0], [1.8775092, -2.3544426, -0.36975163, 5.0, 4.0], [1.8791372, -2.3734329, -0.37170154, 13.0, 4.0], [1.8720676, -2.3815382, -0.37194526, 23.0, 4.0], [1.8661858, -2.3911884, -0.37243277, 27.0, 4.0], [1.8481007, -2.3851345, -0.37048283, 27.0, 4.0], [1.8385533, -2.389998, -0.37023908, 15.0, 4.0], [1.8410435, -2.4105995, -0.37243277, 8.0, 4.0], [1.9249461, -2.359376, -0.59188956, 2.0, 2.0], [1.8981616, -2.3431978, -0.58616525, 9.0, 2.0], [1.8887403, -2.3482797, -0.58578366, 12.0, 2.0], [1.8695058, -2.3410513, -0.58234906, 15.0, 2.0], [1.8540043, -2.3383327, -0.58005941, 22.0, 2.0], [1.8421876, -2.3401623, -0.57891452, 30.0, 2.0], [1.8686177, -2.3754423, -0.47868952, 1.0, 3.0], [1.8376348, -2.3512189, -0.58005941, 34.0, 2.0], [1.8432918, -2.3601549, -0.47430936, 1.0, 3.0], [1.8330269, -2.3622723, -0.58120424, 42.0, 2.0], [1.8326212, -2.3634527, -0.47368363, 1.0, 3.0], [1.8151846, -2.3562145, -0.57815129, 34.0, 2.0], [1.8436399, -2.3948798, -0.47868952, 1.0, 3.0], [1.8081414, -2.3640957, -0.57853287, 23.0, 2.0], [1.8058147, -2.3782105, -0.580441, 17.0, 2.0], [1.8542061, -2.4454837, -0.37682006, 1.0, 4.0], [1.804593, -2.3939061, -0.58273071, 13.0, 2.0], [1.8032835, -2.4096217, -0.58502042, 11.0, 2.0], [1.7948612, -2.4159017, -0.58502042, 8.0, 2.0], [1.7899132, -2.426892, -0.58616525, 4.0, 2.0], [1.802307, -2.4616385, -0.59303439, 1.0, 2.0], [1.9493732, -2.3723614, -0.59685057, 1.0, 2.0]]"
237,Yellow,"[[1.5582868, -2.528013, -0.36463311, 1.0, 4.0], [1.5888104, -2.597789, -0.37389517, 1.0, 4.0], [1.5776731, -2.599925, -0.37340769, 1.0, 4.0], [1.6532277, -2.4789102, -0.68790036, 2.0, 1.0], [1.6441311, -2.4849529, -0.68790036, 3.0, 1.0], [1.6189722, -2.4665253, -0.68115181, 7.0, 1.0], [1.5941099, -2.4641187, -0.67755258, 12.0, 1.0], [1.5865515, -2.471308, -0.67800254, 14.0, 1.0], [1.5747741, -2.4719007, -0.67665279, 16.0, 1.0], [1.6124325, -2.5319874, -0.58349395, 1.0, 2.0], [1.5588472, -2.465852, -0.67350352, 16.0, 1.0], [1.6046335, -2.5392601, -0.58387554, 8.0, 2.0], [1.5440167, -2.4613733, -0.67080408, 18.0, 1.0], [1.5915881, -2.5381925, -0.58234906, 12.0, 2.0], [1.6215005, -2.5879028, -0.48369545, 1.0, 3.0], [1.5733838, -2.5287304, -0.57891452, 13.0, 2.0], [1.5842966, -2.5482519, -0.47524795, 5.0, 3.0], [1.5247475, -2.4687767, -0.66990429, 20.0, 1.0], [1.5593908, -2.5258543, -0.57700646, 20.0, 2.0], [1.5722804, -2.548723, -0.47430936, 8.0, 3.0], [1.5212115, -2.4823921, -0.67215377, 20.0, 1.0], [1.5495389, -2.529608, -0.57662481, 26.0, 2.0], [1.5551243, -2.5407174, -0.47180638, 8.0, 3.0], [1.5084878, -2.4810264, -0.67035419, 21.0, 1.0], [1.5447781, -2.5417125, -0.57815129, 31.0, 2.0], [1.5441954, -2.5427532, -0.47118065, 10.0, 3.0], [1.5008246, -2.4879453, -0.67080408, 20.0, 1.0], [1.5399514, -2.5538144, -0.57967776, 24.0, 2.0], [1.5414269, -2.55828, -0.4730579, 7.0, 3.0], [1.4891286, -2.4881525, -0.6694544, 17.0, 1.0], [1.53002, -2.5574894, -0.57929617, 13.0, 2.0], [1.5365416, -2.5704269, -0.47430936, 2.0, 3.0], [1.4868408, -2.50313, -0.67215377, 14.0, 1.0], [1.5160732, -2.5543733, -0.57738805, 9.0, 2.0], [1.556231, -2.6230774, -0.48306966, 1.0, 3.0], [1.486009, -2.5217359, -0.675753, 15.0, 1.0], [1.5095868, -2.5627697, -0.57815129, 6.0, 2.0], [1.4693295, -2.513449, -0.67215377, 12.0, 1.0], [1.5184612, -2.5985351, -0.58502042, 1.0, 2.0], [1.4664127, -2.5286775, -0.67485321, 11.0, 1.0], [1.4682657, -2.5523617, -0.67980212, 10.0, 1.0], [1.4632108, -2.5642414, -0.68160176, 7.0, 1.0], [1.4667298, -2.5913806, -0.68745047, 6.0, 1.0], [1.6766163, -2.477283, -0.6905998, 1.0, 1.0], [1.6770874, -2.495769, -0.69419903, 1.0, 1.0]]"
238,Yellow,"[[1.5853693, -2.571949, -0.37097031, 1.0, 4.0], [1.5722388, -2.5706937, -0.36999539, 1.0, 4.0], [1.561196, -2.5727718, -0.36950788, 1.0, 4.0], [1.5522062, -2.5782053, -0.36950788, 1.0, 4.0], [1.6480396, -2.4730008, -0.68610078, 2.0, 1.0], [1.6393971, -2.4787383, -0.68610078, 3.0, 1.0], [1.6217487, -2.4716959, -0.68250155, 5.0, 1.0], [1.6029415, -2.5170839, -0.58005941, 1.0, 2.0], [1.5893407, -2.5140879, -0.57815129, 4.0, 2.0], [1.5811583, -2.5215595, -0.57853287, 9.0, 2.0], [1.5650865, -2.5153949, -0.57586157, 12.0, 2.0], [1.5749098, -2.5331538, -0.47243217, 1.0, 3.0], [1.5521715, -2.5141606, -0.5743351, 19.0, 2.0], [1.551538, -2.5150988, -0.46805197, 4.0, 3.0], [1.5089929, -2.4624531, -0.66675496, 20.0, 1.0], [1.5362072, -2.5078442, -0.57166374, 21.0, 2.0], [1.5437806, -2.5221844, -0.46836486, 6.0, 3.0], [1.5003885, -2.4677052, -0.66675496, 21.0, 1.0], [1.5264243, -2.5115142, -0.57128215, 27.0, 2.0], [1.5318911, -2.5224924, -0.46742624, 7.0, 3.0], [1.4927719, -2.4745963, -0.66720486, 20.0, 1.0], [1.5186617, -2.518508, -0.57166374, 27.0, 2.0], [1.5281739, -2.5362842, -0.46899059, 6.0, 3.0], [1.4761187, -2.4664147, -0.66360563, 19.0, 1.0], [1.5209486, -2.5423262, -0.57586157, 16.0, 2.0], [1.522352, -2.5466897, -0.46992919, 3.0, 3.0], [1.4764549, -2.4866331, -0.66765475, 18.0, 1.0], [1.509059, -2.5425551, -0.57471669, 11.0, 2.0], [1.5275596, -2.5757749, -0.47430936, 1.0, 3.0], [1.4707329, -2.496809, -0.6690045, 16.0, 1.0], [1.5061512, -2.5579579, -0.57700646, 8.0, 2.0], [1.4644121, -2.5050371, -0.66990429, 13.0, 1.0], [1.4952327, -2.5598094, -0.57624322, 5.0, 2.0], [1.4995354, -2.5868342, -0.58120424, 1.0, 2.0], [1.6823016, -2.4875536, -0.69329923, 1.0, 1.0], [1.6631799, -2.4769399, -0.68880016, 2.0, 1.0]]"
